species,setting,day,breeding,breeding2,breeding3
Rana blairi,Allopatric,185,<2,1.5,Low
Rana blairi,Allopatric,186,<2,1.5,Low
Rana blairi,Allopatric,187,<2,1.5,Low
Rana blairi,Allopatric,188,<2,1.5,Low
Rana blairi,Allopatric,189,<2,1.5,Low
Rana blairi,Allopatric,190,<2,1.5,Low
Rana blairi,Allopatric,191,<2,1.5,Low
Rana blairi,Allopatric,192,<2,1.5,Low
Rana blairi,Allopatric,193,<2,1.5,Low
Rana blairi,Allopatric,194,<2,1.5,Low
Rana blairi,Allopatric,195,<2,1.5,Low
Rana blairi,Allopatric,196,<2,1.5,Low
Rana blairi,Allopatric,197,<2,1.5,Low
Rana blairi,Allopatric,198,<2,1.5,Low
Rana blairi,Allopatric,199,<2,1.5,Low
Rana blairi,Allopatric,200,<2,1.5,Low
Rana blairi,Allopatric,201,<2,1.5,Low
Rana blairi,Allopatric,202,<2,1.5,Low
Rana blairi,Allopatric,203,<2,1.5,Low
Rana blairi,Allopatric,204,<2,1.5,Low
Rana blairi,Allopatric,205,<2,1.5,Low
Rana blairi,Allopatric,206,<2,1.5,Low
Rana blairi,Allopatric,207,<2,1.5,Low
Rana blairi,Allopatric,208,<2,1.5,Low
Rana blairi,Allopatric,209,<2,1.5,Low
Rana blairi,Allopatric,210,<2,1.5,Low
Rana blairi,Allopatric,211,<2,1.5,Low
Rana blairi,Allopatric,212,<2,1.5,Low
Rana blairi,Allopatric,213,<2,1.5,Low
Rana blairi,Allopatric,214,0,0,No
Rana blairi,Allopatric,215,0,0,No
Rana blairi,Allopatric,216,0,0,No
Rana blairi,Allopatric,217,0,0,No
Rana blairi,Allopatric,218,0,0,No
Rana blairi,Allopatric,219,0,0,No
Rana blairi,Allopatric,220,0,0,No
Rana blairi,Allopatric,221,0,0,No
Rana blairi,Allopatric,222,0,0,No
Rana blairi,Allopatric,223,0,0,No
Rana blairi,Allopatric,224,0,0,No
Rana blairi,Allopatric,225,0,0,No
Rana blairi,Allopatric,226,0,0,No
Rana blairi,Allopatric,227,0,0,No
Rana blairi,Allopatric,228,0,0,No
Rana blairi,Allopatric,229,0,0,No
Rana blairi,Allopatric,230,0,0,No
Rana blairi,Allopatric,231,0,0,No
Rana blairi,Allopatric,232,0,0,No
Rana blairi,Allopatric,233,0,0,No
Rana blairi,Allopatric,234,0,0,No
Rana blairi,Allopatric,235,0,0,No
Rana blairi,Allopatric,236,0,0,No
Rana blairi,Allopatric,237,0,0,No
Rana blairi,Allopatric,238,0,0,No
Rana blairi,Allopatric,239,0,0,No
Rana blairi,Allopatric,240,0,0,No
Rana blairi,Allopatric,241,0,0,No
Rana blairi,Allopatric,242,0,0,No
Rana blairi,Allopatric,243,0,0,No
Rana blairi,Allopatric,244,0,0,No
Rana blairi,Allopatric,245,0,0,No
Rana blairi,Allopatric,246,0,0,No
Rana blairi,Allopatric,247,0,0,No
Rana blairi,Allopatric,248,0,0,No
Rana blairi,Allopatric,249,0,0,No
Rana blairi,Allopatric,250,0,0,No
Rana blairi,Allopatric,251,0,0,No
Rana blairi,Allopatric,252,0,0,No
Rana blairi,Allopatric,253,0,0,No
Rana blairi,Allopatric,254,0,0,No
Rana blairi,Allopatric,255,0,0,No
Rana blairi,Allopatric,256,0,0,No
Rana blairi,Allopatric,257,0,0,No
Rana blairi,Allopatric,258,0,0,No
Rana blairi,Allopatric,259,0,0,No
Rana blairi,Allopatric,260,0,0,No
Rana blairi,Allopatric,261,0,0,No
Rana blairi,Allopatric,262,0,0,No
Rana blairi,Allopatric,263,0,0,No
Rana blairi,Allopatric,264,0,0,No
Rana blairi,Allopatric,265,0,0,No
Rana blairi,Allopatric,266,0,0,No
Rana blairi,Allopatric,267,0,0,No
Rana blairi,Allopatric,268,0,0,No
Rana blairi,Allopatric,269,0,0,No
Rana blairi,Allopatric,270,0,0,No
Rana blairi,Allopatric,271,0,0,No
Rana blairi,Allopatric,272,0,0,No
Rana blairi,Allopatric,273,0,0,No
Rana blairi,Allopatric,274,0,0,No
Rana blairi,Allopatric,275,0,0,No
Rana blairi,Allopatric,276,0,0,No
Rana blairi,Allopatric,277,0,0,No
Rana blairi,Allopatric,278,0,0,No
Rana blairi,Allopatric,279,0,0,No
Rana blairi,Allopatric,280,0,0,No
Rana blairi,Allopatric,281,0,0,No
Rana blairi,Allopatric,282,0,0,No
Rana blairi,Allopatric,283,0,0,No
Rana blairi,Allopatric,284,0,0,No
Rana blairi,Allopatric,285,0,0,No
Rana blairi,Allopatric,286,0,0,No
Rana blairi,Allopatric,287,0,0,No
Rana blairi,Allopatric,288,0,0,No
Rana blairi,Allopatric,289,0,0,No
Rana blairi,Allopatric,290,0,0,No
Rana blairi,Allopatric,291,0,0,No
Rana blairi,Allopatric,292,0,0,No
Rana blairi,Allopatric,293,0,0,No
Rana blairi,Allopatric,294,0,0,No
Rana blairi,Allopatric,295,0,0,No
Rana blairi,Allopatric,296,0,0,No
Rana blairi,Allopatric,297,0,0,No
Rana blairi,Allopatric,298,0,0,No
Rana blairi,Allopatric,299,0,0,No
Rana blairi,Allopatric,300,0,0,No
Rana blairi,Allopatric,301,0,0,No
Rana blairi,Allopatric,302,0,0,No
Rana blairi,Allopatric,303,0,0,No
Rana blairi,Allopatric,304,0,0,No
Rana blairi,Allopatric,305,0,0,No
Rana blairi,Allopatric,306,0,0,No
Rana blairi,Allopatric,307,0,0,No
Rana blairi,Allopatric,308,0,0,No
Rana blairi,Allopatric,309,0,0,No
Rana blairi,Allopatric,310,0,0,No
Rana blairi,Allopatric,311,0,0,No
Rana blairi,Allopatric,312,0,0,No
Rana blairi,Allopatric,313,0,0,No
Rana blairi,Allopatric,314,0,0,No
Rana blairi,Allopatric,315,0,0,No
Rana blairi,Allopatric,316,0,0,No
Rana blairi,Allopatric,317,0,0,No
Rana blairi,Allopatric,318,0,0,No
Rana blairi,Allopatric,319,0,0,No
Rana blairi,Allopatric,320,0,0,No
Rana blairi,Allopatric,321,0,0,No
Rana blairi,Allopatric,322,0,0,No
Rana blairi,Allopatric,323,0,0,No
Rana blairi,Allopatric,324,0,0,No
Rana blairi,Allopatric,325,0,0,No
Rana blairi,Allopatric,326,0,0,No
Rana blairi,Allopatric,327,0,0,No
Rana blairi,Allopatric,328,0,0,No
Rana blairi,Allopatric,329,0,0,No
Rana blairi,Allopatric,330,0,0,No
Rana blairi,Allopatric,331,0,0,No
Rana blairi,Allopatric,332,0,0,No
Rana blairi,Allopatric,333,0,0,No
Rana blairi,Allopatric,334,0,0,No
Rana blairi,Allopatric,335,0,0,No
Rana blairi,Allopatric,336,0,0,No
Rana blairi,Allopatric,337,0,0,No
Rana blairi,Allopatric,338,0,0,No
Rana blairi,Allopatric,339,0,0,No
Rana blairi,Allopatric,340,0,0,No
Rana blairi,Allopatric,341,0,0,No
Rana blairi,Allopatric,342,0,0,No
Rana blairi,Allopatric,343,0,0,No
Rana blairi,Allopatric,344,0,0,No
Rana blairi,Allopatric,345,0,0,No
Rana blairi,Allopatric,346,0,0,No
Rana blairi,Allopatric,347,0,0,No
Rana blairi,Allopatric,348,0,0,No
Rana blairi,Allopatric,349,0,0,No
Rana blairi,Allopatric,350,0,0,No
Rana blairi,Allopatric,351,0,0,No
Rana blairi,Allopatric,352,0,0,No
Rana blairi,Allopatric,353,0,0,No
Rana blairi,Allopatric,354,0,0,No
Rana blairi,Allopatric,355,0,0,No
Rana blairi,Allopatric,356,0,0,No
Rana blairi,Allopatric,357,0,0,No
Rana blairi,Allopatric,358,0,0,No
Rana blairi,Allopatric,359,0,0,No
Rana blairi,Allopatric,360,0,0,No
Rana blairi,Allopatric,361,0,0,No
Rana blairi,Allopatric,362,0,0,No
Rana blairi,Allopatric,363,0,0,No
Rana blairi,Allopatric,364,0,0,No
Rana blairi,Allopatric,365,0,0,No
Rana sphenocephala,Allopatric,1,<2,1.5,Low
Rana sphenocephala,Allopatric,2,<2,1.5,Low
Rana sphenocephala,Allopatric,3,<2,1.5,Low
Rana sphenocephala,Allopatric,4,<2,1.5,Low
Rana sphenocephala,Allopatric,5,<2,1.5,Low
Rana sphenocephala,Allopatric,6,<2,1.5,Low
Rana sphenocephala,Allopatric,7,<2,1.5,Low
Rana sphenocephala,Allopatric,8,<2,1.5,Low
Rana sphenocephala,Allopatric,9,<2,1.5,Low
Rana sphenocephala,Allopatric,10,3-5,4,Medium
Rana sphenocephala,Allopatric,11,3-5,4,Medium
Rana sphenocephala,Allopatric,12,3-5,4,Medium
Rana sphenocephala,Allopatric,13,3-5,4,Medium
Rana sphenocephala,Allopatric,14,3-5,4,Medium
Rana sphenocephala,Allopatric,15,3-5,4,Medium
Rana sphenocephala,Allopatric,16,3-5,4,Medium
Rana sphenocephala,Allopatric,17,3-5,4,Medium
Rana sphenocephala,Allopatric,18,3-5,4,Medium
Rana sphenocephala,Allopatric,19,3-5,4,Medium
Rana sphenocephala,Allopatric,20,3-5,4,Medium
Rana sphenocephala,Allopatric,21,3-5,4,Medium
Rana sphenocephala,Allopatric,22,3-5,4,Medium
Rana sphenocephala,Allopatric,23,3-5,4,Medium
Rana sphenocephala,Allopatric,24,3-5,4,Medium
Rana sphenocephala,Allopatric,25,3-5,4,Medium
Rana sphenocephala,Allopatric,26,6-10,8,High
Rana sphenocephala,Allopatric,27,6-10,8,High
Rana sphenocephala,Allopatric,28,6-10,8,High
Rana sphenocephala,Allopatric,29,6-10,8,High
Rana sphenocephala,Allopatric,30,6-10,8,High
Rana sphenocephala,Allopatric,31,6-10,8,High
Rana sphenocephala,Allopatric,32,6-10,8,High
Rana sphenocephala,Allopatric,33,6-10,8,High
Rana sphenocephala,Allopatric,34,>10,20,Very high
Rana sphenocephala,Allopatric,35,>10,20,Very high
Rana sphenocephala,Allopatric,36,>10,20,Very high
Rana sphenocephala,Allopatric,37,>10,20,Very high
Rana sphenocephala,Allopatric,38,>10,20,Very high
Rana sphenocephala,Allopatric,39,>10,20,Very high
Rana sphenocephala,Allopatric,40,>10,20,Very high
Rana sphenocephala,Allopatric,41,>10,20,Very high
Rana sphenocephala,Allopatric,42,>10,20,Very high
Rana sphenocephala,Allopatric,43,>10,20,Very high
Rana sphenocephala,Allopatric,44,>10,20,Very high
Rana sphenocephala,Allopatric,45,>10,20,Very high
Rana sphenocephala,Allopatric,46,>10,20,Very high
Rana sphenocephala,Allopatric,47,>10,20,Very high
Rana sphenocephala,Allopatric,48,>10,20,Very high
Rana sphenocephala,Allopatric,49,>10,20,Very high
Rana sphenocephala,Allopatric,50,>10,20,Very high
Rana sphenocephala,Allopatric,51,>10,20,Very high
Rana sphenocephala,Allopatric,52,>10,20,Very high
Rana sphenocephala,Allopatric,53,>10,20,Very high
Rana sphenocephala,Allopatric,54,>10,20,Very high
Rana sphenocephala,Allopatric,55,>10,20,Very high
Rana sphenocephala,Allopatric,56,>10,20,Very high
Rana sphenocephala,Allopatric,57,>10,20,Very high
Rana sphenocephala,Allopatric,58,>10,20,Very high
Rana sphenocephala,Allopatric,59,>10,20,Very high
Rana sphenocephala,Allopatric,60,>10,20,Very high
Rana sphenocephala,Allopatric,61,>10,20,Very high
Rana sphenocephala,Allopatric,62,>10,20,Very high
Rana sphenocephala,Allopatric,63,>10,20,Very high
Rana sphenocephala,Allopatric,64,>10,20,Very high
Rana sphenocephala,Allopatric,65,>10,20,Very high
Rana sphenocephala,Allopatric,66,>10,20,Very high
Rana sphenocephala,Allopatric,67,>10,20,Very high
Rana sphenocephala,Allopatric,68,>10,20,Very high
Rana sphenocephala,Allopatric,69,>10,20,Very high
Rana sphenocephala,Allopatric,70,>10,20,Very high
Rana sphenocephala,Allopatric,71,>10,20,Very high
Rana sphenocephala,Allopatric,72,>10,20,Very high
Rana sphenocephala,Allopatric,73,>10,20,Very high
Rana sphenocephala,Allopatric,74,>10,20,Very high
Rana sphenocephala,Allopatric,75,>10,20,Very high
Rana sphenocephala,Allopatric,76,>10,20,Very high
Rana sphenocephala,Allopatric,77,>10,20,Very high
Rana sphenocephala,Allopatric,78,>10,20,Very high
Rana sphenocephala,Allopatric,79,>10,20,Very high
Rana sphenocephala,Allopatric,80,>10,20,Very high
Rana sphenocephala,Allopatric,81,>10,20,Very high
Rana sphenocephala,Allopatric,82,6-10,8,High
Rana sphenocephala,Allopatric,83,6-10,8,High
Rana sphenocephala,Allopatric,84,6-10,8,High
Rana sphenocephala,Allopatric,85,6-10,8,High
Rana sphenocephala,Allopatric,86,6-10,8,High
Rana sphenocephala,Allopatric,87,6-10,8,High
Rana sphenocephala,Allopatric,88,6-10,8,High
Rana sphenocephala,Allopatric,89,6-10,8,High
Rana sphenocephala,Allopatric,90,6-10,8,High
Rana sphenocephala,Allopatric,91,6-10,8,High
Rana sphenocephala,Allopatric,92,6-10,8,High
Rana sphenocephala,Allopatric,93,6-10,8,High
Rana sphenocephala,Allopatric,94,6-10,8,High
Rana sphenocephala,Allopatric,95,6-10,8,High
Rana sphenocephala,Allopatric,96,6-10,8,High
Rana sphenocephala,Allopatric,97,6-10,8,High
Rana sphenocephala,Allopatric,98,6-10,8,High
Rana sphenocephala,Allopatric,99,6-10,8,High
Rana sphenocephala,Allopatric,100,6-10,8,High
Rana sphenocephala,Allopatric,101,6-10,8,High
Rana sphenocephala,Allopatric,102,6-10,8,High
Rana sphenocephala,Allopatric,103,3-5,4,Medium
Rana sphenocephala,Allopatric,104,3-5,4,Medium
Rana sphenocephala,Allopatric,105,3-5,4,Medium
Rana sphenocephala,Allopatric,106,3-5,4,Medium
Rana sphenocephala,Allopatric,107,3-5,4,Medium
Rana sphenocephala,Allopatric,108,3-5,4,Medium
Rana sphenocephala,Allopatric,109,3-5,4,Medium
Rana sphenocephala,Allopatric,110,3-5,4,Medium
Rana sphenocephala,Allopatric,111,3-5,4,Medium
Rana sphenocephala,Allopatric,112,3-5,4,Medium
Rana sphenocephala,Allopatric,113,3-5,4,Medium
Rana sphenocephala,Allopatric,114,3-5,4,Medium
Rana sphenocephala,Allopatric,115,3-5,4,Medium
Rana sphenocephala,Allopatric,116,3-5,4,Medium
Rana sphenocephala,Allopatric,117,3-5,4,Medium
Rana sphenocephala,Allopatric,118,3-5,4,Medium
Rana sphenocephala,Allopatric,119,3-5,4,Medium
Rana sphenocephala,Allopatric,120,3-5,4,Medium
Rana sphenocephala,Allopatric,121,3-5,4,Medium
Rana sphenocephala,Allopatric,122,3-5,4,Medium
Rana sphenocephala,Allopatric,123,3-5,4,Medium
Rana sphenocephala,Allopatric,124,3-5,4,Medium
Rana sphenocephala,Allopatric,125,3-5,4,Medium
Rana sphenocephala,Allopatric,126,3-5,4,Medium
Rana sphenocephala,Allopatric,127,3-5,4,Medium
Rana sphenocephala,Allopatric,128,3-5,4,Medium
Rana sphenocephala,Allopatric,129,3-5,4,Medium
Rana sphenocephala,Allopatric,130,3-5,4,Medium
Rana sphenocephala,Allopatric,131,3-5,4,Medium
Rana sphenocephala,Allopatric,132,0,0,No
Rana sphenocephala,Allopatric,133,0,0,No
Rana sphenocephala,Allopatric,134,0,0,No
Rana sphenocephala,Allopatric,135,0,0,No
Rana sphenocephala,Allopatric,136,0,0,No
Rana sphenocephala,Allopatric,137,0,0,No
Rana sphenocephala,Allopatric,138,0,0,No
Rana sphenocephala,Allopatric,139,0,0,No
Rana sphenocephala,Allopatric,140,0,0,No
Rana sphenocephala,Allopatric,141,0,0,No
Rana sphenocephala,Allopatric,142,0,0,No
Rana sphenocephala,Allopatric,143,0,0,No
Rana sphenocephala,Allopatric,144,0,0,No
Rana sphenocephala,Allopatric,145,0,0,No
Rana sphenocephala,Allopatric,146,0,0,No
Rana sphenocephala,Allopatric,147,0,0,No
Rana sphenocephala,Allopatric,148,0,0,No
Rana sphenocephala,Allopatric,149,0,0,No
Rana sphenocephala,Allopatric,150,0,0,No
Rana sphenocephala,Allopatric,151,0,0,No
Rana sphenocephala,Allopatric,152,0,0,No
Rana sphenocephala,Allopatric,153,0,0,No
Rana sphenocephala,Allopatric,154,0,0,No
Rana sphenocephala,Allopatric,155,0,0,No
Rana sphenocephala,Allopatric,156,0,0,No
Rana sphenocephala,Allopatric,157,0,0,No
Rana sphenocephala,Allopatric,158,0,0,No
Rana sphenocephala,Allopatric,159,0,0,No
Rana sphenocephala,Allopatric,160,0,0,No
Rana sphenocephala,Allopatric,161,0,0,No
Rana sphenocephala,Allopatric,162,0,0,No
Rana sphenocephala,Allopatric,163,0,0,No
Rana sphenocephala,Allopatric,164,0,0,No
Rana sphenocephala,Allopatric,165,0,0,No
Rana sphenocephala,Allopatric,166,0,0,No
Rana sphenocephala,Allopatric,167,0,0,No
Rana sphenocephala,Allopatric,168,0,0,No
Rana sphenocephala,Allopatric,169,0,0,No
Rana sphenocephala,Allopatric,170,0,0,No
Rana sphenocephala,Allopatric,171,0,0,No
Rana sphenocephala,Allopatric,172,0,0,No
Rana sphenocephala,Allopatric,173,0,0,No
Rana sphenocephala,Allopatric,174,0,0,No
Rana sphenocephala,Allopatric,175,0,0,No
Rana sphenocephala,Allopatric,176,0,0,No
Rana sphenocephala,Allopatric,177,0,0,No
Rana sphenocephala,Allopatric,178,0,0,No
Rana sphenocephala,Allopatric,179,0,0,No
Rana sphenocephala,Allopatric,180,0,0,No
Rana sphenocephala,Allopatric,181,0,0,No
Rana sphenocephala,Allopatric,182,0,0,No
Rana sphenocephala,Allopatric,183,0,0,No
Rana sphenocephala,Allopatric,184,0,0,No
Rana sphenocephala,Allopatric,185,0,0,No
Rana sphenocephala,Allopatric,186,0,0,No
Rana sphenocephala,Allopatric,187,0,0,No
Rana sphenocephala,Allopatric,188,0,0,No
Rana sphenocephala,Allopatric,189,0,0,No
Rana sphenocephala,Allopatric,190,0,0,No
Rana sphenocephala,Allopatric,191,0,0,No
Rana sphenocephala,Allopatric,192,0,0,No
Rana sphenocephala,Allopatric,193,0,0,No
Rana sphenocephala,Allopatric,194,0,0,No
Rana sphenocephala,Allopatric,195,0,0,No
Rana sphenocephala,Allopatric,196,0,0,No
Rana sphenocephala,Allopatric,197,0,0,No
Rana sphenocephala,Allopatric,198,0,0,No
Rana sphenocephala,Allopatric,199,0,0,No
Rana sphenocephala,Allopatric,200,0,0,No
Rana sphenocephala,Allopatric,201,0,0,No
Rana sphenocephala,Allopatric,202,0,0,No
Rana sphenocephala,Allopatric,203,0,0,No
Rana sphenocephala,Allopatric,204,0,0,No
Rana sphenocephala,Allopatric,205,0,0,No
Rana sphenocephala,Allopatric,206,0,0,No
Rana sphenocephala,Allopatric,207,0,0,No
Rana sphenocephala,Allopatric,208,0,0,No
Rana sphenocephala,Allopatric,209,0,0,No
Rana sphenocephala,Allopatric,210,0,0,No
Rana sphenocephala,Allopatric,211,0,0,No
Rana sphenocephala,Allopatric,212,0,0,No
Rana sphenocephala,Allopatric,213,0,0,No
Rana sphenocephala,Allopatric,214,0,0,No
Rana sphenocephala,Allopatric,215,0,0,No
Rana sphenocephala,Allopatric,216,0,0,No
Rana sphenocephala,Allopatric,217,0,0,No
Rana sphenocephala,Allopatric,218,0,0,No
Rana sphenocephala,Allopatric,219,0,0,No
Rana sphenocephala,Allopatric,220,0,0,No
Rana sphenocephala,Allopatric,221,0,0,No
Rana sphenocephala,Allopatric,222,0,0,No
Rana sphenocephala,Allopatric,223,0,0,No
Rana sphenocephala,Allopatric,224,0,0,No
Rana sphenocephala,Allopatric,225,0,0,No
Rana sphenocephala,Allopatric,226,0,0,No
Rana sphenocephala,Allopatric,227,0,0,No
Rana sphenocephala,Allopatric,228,0,0,No
Rana sphenocephala,Allopatric,229,0,0,No
Rana sphenocephala,Allopatric,230,0,0,No
Rana sphenocephala,Allopatric,231,0,0,No
Rana sphenocephala,Allopatric,232,0,0,No
Rana sphenocephala,Allopatric,233,0,0,No
Rana sphenocephala,Allopatric,234,0,0,No
Rana sphenocephala,Allopatric,235,0,0,No
Rana sphenocephala,Allopatric,236,0,0,No
Rana sphenocephala,Allopatric,237,0,0,No
Rana sphenocephala,Allopatric,238,0,0,No
Rana sphenocephala,Allopatric,239,0,0,No
Rana sphenocephala,Allopatric,240,0,0,No
Rana sphenocephala,Allopatric,241,0,0,No
Rana sphenocephala,Allopatric,242,0,0,No
Rana sphenocephala,Allopatric,243,0,0,No
Rana sphenocephala,Allopatric,244,0,0,No
Rana sphenocephala,Allopatric,245,0,0,No
Rana sphenocephala,Allopatric,246,0,0,No
Rana sphenocephala,Allopatric,247,0,0,No
Rana sphenocephala,Allopatric,248,0,0,No
Rana sphenocephala,Allopatric,249,0,0,No
Rana sphenocephala,Allopatric,250,0,0,No
Rana sphenocephala,Allopatric,251,0,0,No
Rana sphenocephala,Allopatric,252,0,0,No
Rana sphenocephala,Allopatric,253,0,0,No
Rana sphenocephala,Allopatric,254,0,0,No
Rana sphenocephala,Allopatric,255,0,0,No
Rana sphenocephala,Allopatric,256,0,0,No
Rana sphenocephala,Allopatric,257,<2,1.5,Low
Rana sphenocephala,Allopatric,258,<2,1.5,Low
Rana sphenocephala,Allopatric,259,<2,1.5,Low
Rana sphenocephala,Allopatric,260,<2,1.5,Low
Rana sphenocephala,Allopatric,261,<2,1.5,Low
Rana sphenocephala,Allopatric,262,<2,1.5,Low
Rana sphenocephala,Allopatric,263,<2,1.5,Low
Rana sphenocephala,Allopatric,264,<2,1.5,Low
Rana sphenocephala,Allopatric,265,<2,1.5,Low
Rana sphenocephala,Allopatric,266,3-5,4,Medium
Rana sphenocephala,Allopatric,267,3-5,4,Medium
Rana sphenocephala,Allopatric,268,3-5,4,Medium
Rana sphenocephala,Allopatric,269,3-5,4,Medium
Rana sphenocephala,Allopatric,270,3-5,4,Medium
Rana sphenocephala,Allopatric,271,3-5,4,Medium
Rana sphenocephala,Allopatric,272,3-5,4,Medium
Rana sphenocephala,Allopatric,273,3-5,4,Medium
Rana sphenocephala,Allopatric,274,3-5,4,Medium
Rana sphenocephala,Allopatric,275,3-5,4,Medium
Rana sphenocephala,Allopatric,276,3-5,4,Medium
Rana sphenocephala,Allopatric,277,3-5,4,Medium
Rana sphenocephala,Allopatric,278,6-10,8,High
Rana sphenocephala,Allopatric,279,6-10,8,High
Rana sphenocephala,Allopatric,280,6-10,8,High
Rana sphenocephala,Allopatric,281,6-10,8,High
Rana sphenocephala,Allopatric,282,6-10,8,High
Rana sphenocephala,Allopatric,283,6-10,8,High
Rana sphenocephala,Allopatric,284,6-10,8,High
Rana sphenocephala,Allopatric,285,6-10,8,High
Rana sphenocephala,Allopatric,286,6-10,8,High
Rana sphenocephala,Allopatric,287,6-10,8,High
Rana sphenocephala,Allopatric,288,6-10,8,High
Rana sphenocephala,Allopatric,289,6-10,8,High
Rana sphenocephala,Allopatric,290,6-10,8,High
Rana sphenocephala,Allopatric,291,6-10,8,High
Rana sphenocephala,Allopatric,292,6-10,8,High
Rana sphenocephala,Allopatric,293,6-10,8,High
Rana sphenocephala,Allopatric,294,6-10,8,High
Rana sphenocephala,Allopatric,295,3-5,4,Medium
Rana sphenocephala,Allopatric,296,3-5,4,Medium
Rana sphenocephala,Allopatric,297,3-5,4,Medium
Rana sphenocephala,Allopatric,298,3-5,4,Medium
Rana sphenocephala,Allopatric,299,3-5,4,Medium
Rana sphenocephala,Allopatric,300,3-5,4,Medium
Rana sphenocephala,Allopatric,301,3-5,4,Medium
Rana sphenocephala,Allopatric,302,3-5,4,Medium
Rana sphenocephala,Allopatric,303,3-5,4,Medium
Rana sphenocephala,Allopatric,304,3-5,4,Medium
Rana sphenocephala,Allopatric,305,3-5,4,Medium
Rana sphenocephala,Allopatric,306,3-5,4,Medium
Rana sphenocephala,Allopatric,307,3-5,4,Medium
Rana sphenocephala,Allopatric,308,3-5,4,Medium
Rana sphenocephala,Allopatric,309,3-5,4,Medium
Rana sphenocephala,Allopatric,310,3-5,4,Medium
Rana sphenocephala,Allopatric,311,3-5,4,Medium
Rana sphenocephala,Allopatric,312,3-5,4,Medium
Rana sphenocephala,Allopatric,313,3-5,4,Medium
Rana sphenocephala,Allopatric,314,3-5,4,Medium
Rana sphenocephala,Allopatric,315,3-5,4,Medium
Rana sphenocephala,Allopatric,316,3-5,4,Medium
Rana sphenocephala,Allopatric,317,3-5,4,Medium
Rana sphenocephala,Allopatric,318,3-5,4,Medium
Rana sphenocephala,Allopatric,319,3-5,4,Medium
Rana sphenocephala,Allopatric,320,3-5,4,Medium
Rana sphenocephala,Allopatric,321,3-5,4,Medium
Rana sphenocephala,Allopatric,322,3-5,4,Medium
Rana sphenocephala,Allopatric,323,3-5,4,Medium
Rana sphenocephala,Allopatric,324,3-5,4,Medium
Rana sphenocephala,Allopatric,325,3-5,4,Medium
Rana sphenocephala,Allopatric,326,3-5,4,Medium
Rana sphenocephala,Allopatric,327,3-5,4,Medium
Rana sphenocephala,Allopatric,328,<2,1.5,Low
Rana sphenocephala,Allopatric,329,<2,1.5,Low
Rana sphenocephala,Allopatric,330,<2,1.5,Low
Rana sphenocephala,Allopatric,331,<2,1.5,Low
Rana sphenocephala,Allopatric,332,<2,1.5,Low
Rana sphenocephala,Allopatric,333,<2,1.5,Low
Rana sphenocephala,Allopatric,334,<2,1.5,Low
Rana sphenocephala,Allopatric,335,<2,1.5,Low
Rana sphenocephala,Allopatric,336,<2,1.5,Low
Rana sphenocephala,Allopatric,337,<2,1.5,Low
Rana sphenocephala,Allopatric,338,<2,1.5,Low
Rana sphenocephala,Allopatric,339,<2,1.5,Low
Rana sphenocephala,Allopatric,340,<2,1.5,Low
Rana sphenocephala,Allopatric,341,<2,1.5,Low
Rana sphenocephala,Allopatric,342,<2,1.5,Low
Rana sphenocephala,Allopatric,343,<2,1.5,Low
Rana sphenocephala,Allopatric,344,<2,1.5,Low
Rana sphenocephala,Allopatric,345,<2,1.5,Low
Rana sphenocephala,Allopatric,346,0,0,No
Rana sphenocephala,Allopatric,347,0,0,No
Rana sphenocephala,Allopatric,348,0,0,No
Rana sphenocephala,Allopatric,349,0,0,No
Rana sphenocephala,Allopatric,350,0,0,No
Rana sphenocephala,Allopatric,351,0,0,No
Rana sphenocephala,Allopatric,352,0,0,No
Rana sphenocephala,Allopatric,353,0,0,No
Rana sphenocephala,Allopatric,354,0,0,No
Rana sphenocephala,Allopatric,355,0,0,No
Rana sphenocephala,Allopatric,356,0,0,No
Rana sphenocephala,Allopatric,357,0,0,No
Rana sphenocephala,Allopatric,358,0,0,No
Rana sphenocephala,Allopatric,359,0,0,No
Rana sphenocephala,Allopatric,360,0,0,No
Rana sphenocephala,Allopatric,361,0,0,No
Rana sphenocephala,Allopatric,362,0,0,No
Rana sphenocephala,Allopatric,363,0,0,No
Rana sphenocephala,Allopatric,364,0,0,No
Rana sphenocephala,Allopatric,365,0,0,No
Rana berlandieri,Sympatric,1,<2,1.5,Low
Rana berlandieri,Sympatric,2,<2,1.5,Low
Rana berlandieri,Sympatric,3,<2,1.5,Low
Rana berlandieri,Sympatric,4,<2,1.5,Low
Rana berlandieri,Sympatric,5,<2,1.5,Low
Rana berlandieri,Sympatric,6,<2,1.5,Low
Rana berlandieri,Sympatric,7,<2,1.5,Low
Rana berlandieri,Sympatric,8,<2,1.5,Low
Rana berlandieri,Sympatric,9,<2,1.5,Low
Rana berlandieri,Sympatric,10,<2,1.5,Low
Rana berlandieri,Sympatric,11,<2,1.5,Low
Rana berlandieri,Sympatric,12,<2,1.5,Low
Rana berlandieri,Sympatric,13,<2,1.5,Low
Rana berlandieri,Sympatric,14,<2,1.5,Low
Rana berlandieri,Sympatric,15,0,0,No
Rana berlandieri,Sympatric,16,0,0,No
Rana berlandieri,Sympatric,17,0,0,No
Rana berlandieri,Sympatric,18,0,0,No
Rana berlandieri,Sympatric,19,0,0,No
Rana berlandieri,Sympatric,20,0,0,No
Rana berlandieri,Sympatric,21,0,0,No
Rana berlandieri,Sympatric,22,0,0,No
